"Tabela 9606 - População residente, por cor ou raça, segundo o sexo e a idade"
"Variável - População residente (Pessoas)"
"Região Geográfica Intermediária, Região Geográfica Imediata, Unidade da Federação, Concentração Urbana e Município";"Idade";"Ano x Cor ou raça x Sexo"
"Região Geográfica Intermediária, Região Geográfica Imediata, Unidade da Federação, Concentração Urbana e Município";"Idade";"2022"
"Região Geográfica Intermediária, Região Geográfica Imediata, Unidade da Federação, Concentração Urbana e Município";"Idade";"Total";;;"Branca";;;"Preta";;;"Amarela";;;"Parda";;;"Indígena"
"Região Geográfica Intermediária, Região Geográfica Imediata, Unidade da Federação, Concentração Urbana e Município";"Idade";"Total";"Homens";"Mulheres";"Total";"Homens";"Mulheres";"Total";"Homens";"Mulheres";"Total";"Homens";"Mulheres";"Total";"Homens";"Mulheres";"Total";"Homens";"Mulheres"
"Rio de Janeiro";"93 anos";"8950";"2368";"6582";"5860";"1541";"4319";"963";"244";"719";"11";"4";"7";"2103";"574";"1529";"12";"5";"7"
"Rio de Janeiro";"94 anos";"7078";"1847";"5231";"4681";"1194";"3487";"726";"176";"550";"12";"5";"7";"1644";"467";"1177";"15";"5";"10"
"Rio de Janeiro";"95 a 99 anos";"15800";"3658";"12142";"10327";"2300";"8027";"1784";"404";"1380";"19";"7";"12";"3650";"941";"2709";"19";"5";"14"
"Rio de Janeiro";"95 anos";"5252";"1268";"3984";"3508";"820";"2688";"539";"121";"418";"3";"1";"2";"1197";"325";"872";"5";"1";"4"
"Rio de Janeiro";"96 anos";"4052";"973";"3079";"2685";"623";"2062";"451";"114";"337";"4";"1";"3";"906";"233";"673";"5";"1";"4"
"Rio de Janeiro";"97 anos";"2845";"670";"2175";"1821";"413";"1408";"340";"81";"259";"4";"3";"1";"676";"171";"505";"4";"2";"2"
"Rio de Janeiro";"98 anos";"2200";"448";"1752";"1410";"276";"1134";"267";"46";"221";"5";"1";"4";"517";"125";"392";"1";"-";"1"
"Rio de Janeiro";"99 anos";"1451";"299";"1152";"903";"168";"735";"187";"42";"145";"3";"1";"2";"354";"87";"267";"4";"1";"3"
"Rio de Janeiro";"100 anos ou mais";"2712";"487";"2225";"1665";"291";"1374";"402";"64";"338";"1";"-";"1";"638";"131";"507";"5";"1";"4"
"Angra dos Reis (RJ)";"Total";"167434";"81672";"85762";"75184";"35450";"39734";"18832";"9615";"9217";"329";"156";"173";"72545";"36179";"36366";"542";"271";"271"
"Angra dos Reis (RJ)";"0 a 4 anos";"10806";"5477";"5329";"5495";"2781";"2714";"773";"411";"362";"15";"4";"11";"4462";"2250";"2212";"61";"31";"30"
"Angra dos Reis (RJ)";"Menos de 1 ano";"1901";"933";"968";"1061";"508";"553";"122";"68";"54";"1";"-";"1";"707";"353";"354";"10";"4";"6"
"Angra dos Reis (RJ)";"Menos de 1 mês";"134";"70";"64";"82";"44";"38";"7";"2";"5";"-";"-";"-";"45";"24";"21";"-";"-";"-"
"Angra dos Reis (RJ)";"1 mês";"130";"58";"72";"63";"25";"38";"5";"4";"1";"-";"-";"-";"62";"29";"33";"-";"-";"-"
"Angra dos Reis (RJ)";"2 meses";"144";"68";"76";"78";"34";"44";"6";"2";"4";"-";"-";"-";"59";"31";"28";"1";"1";"-"
"Angra dos Reis (RJ)";"3 meses";"165";"76";"89";"88";"37";"51";"12";"8";"4";"-";"-";"-";"63";"30";"33";"2";"1";"1"
"Angra dos Reis (RJ)";"4 meses";"190";"84";"106";"108";"53";"55";"12";"3";"9";"-";"-";"-";"68";"28";"40";"2";"-";"2"
"Angra dos Reis (RJ)";"5 meses";"141";"81";"60";"72";"40";"32";"13";"8";"5";"-";"-";"-";"54";"32";"22";"2";"1";"1"
"Angra dos Reis (RJ)";"6 meses";"182";"96";"86";"111";"60";"51";"10";"4";"6";"-";"-";"-";"60";"31";"29";"1";"1";"-"
"Angra dos Reis (RJ)";"7 meses";"157";"79";"78";"88";"41";"47";"8";"6";"2";"-";"-";"-";"60";"32";"28";"1";"-";"1"
"Angra dos Reis (RJ)";"8 meses";"182";"91";"91";"113";"60";"53";"13";"10";"3";"1";"-";"1";"54";"21";"33";"1";"-";"1"
"Angra dos Reis (RJ)";"9 meses";"154";"73";"81";"78";"39";"39";"11";"6";"5";"-";"-";"-";"65";"28";"37";"-";"-";"-"
"Angra dos Reis (RJ)";"10 meses";"158";"77";"81";"87";"37";"50";"17";"11";"6";"-";"-";"-";"54";"29";"25";"-";"-";"-"
"Angra dos Reis (RJ)";"11 meses";"164";"80";"84";"93";"38";"55";"8";"4";"4";"-";"-";"-";"63";"38";"25";"-";"-";"-"
"Angra dos Reis (RJ)";"1 ano";"1980";"1010";"970";"1053";"537";"516";"122";"66";"56";"4";"2";"2";"790";"398";"392";"11";"7";"4"
"Angra dos Reis (RJ)";"2 anos";"2316";"1171";"1145";"1194";"600";"594";"158";"89";"69";"4";"1";"3";"948";"473";"475";"12";"8";"4"
"Angra dos Reis (RJ)";"3 anos";"2309";"1184";"1125";"1104";"579";"525";"172";"88";"84";"3";"-";"3";"1016";"512";"504";"14";"5";"9"
"Angra dos Reis (RJ)";"4 anos";"2300";"1179";"1121";"1083";"557";"526";"199";"100";"99";"3";"1";"2";"1001";"514";"487";"14";"7";"7"
"Angra dos Reis (RJ)";"5 a 9 anos";"11912";"6004";"5908";"5600";"2838";"2762";"969";"517";"452";"10";"6";"4";"5276";"2611";"2665";"57";"32";"25"
"Angra dos Reis (RJ)";"5 anos";"2296";"1131";"1165";"1093";"541";"552";"176";"86";"90";"1";"-";"1";"1017";"500";"517";"9";"4";"5"
"Angra dos Reis (RJ)";"6 anos";"2428";"1245";"1183";"1124";"574";"550";"204";"118";"86";"3";"1";"2";"1088";"546";"542";"9";"6";"3"
"Angra dos Reis (RJ)";"7 anos";"2521";"1266";"1255";"1208";"619";"589";"198";"112";"86";"3";"2";"1";"1101";"526";"575";"11";"7";"4"
"Angra dos Reis (RJ)";"8 anos";"2351";"1213";"1138";"1101";"563";"538";"201";"108";"93";"1";"1";"-";"1033";"536";"497";"15";"5";"10"
"Angra dos Reis (RJ)";"9 anos";"2316";"1149";"1167";"1074";"541";"533";"190";"93";"97";"2";"2";"-";"1037";"503";"534";"13";"10";"3"
"Angra dos Reis (RJ)";"10 a 14 anos";"11142";"5725";"5417";"4900";"2537";"2363";"932";"480";"452";"19";"7";"12";"5233";"2672";"2561";"57";"28";"29"
"Angra dos Reis (RJ)";"10 anos";"2279";"1209";"1070";"1025";"564";"461";"191";"101";"90";"4";"1";"3";"1052";"539";"513";"7";"4";"3"
"Angra dos Reis (RJ)";"11 anos";"2206";"1126";"1080";"962";"500";"462";"167";"92";"75";"5";"2";"3";"1054";"521";"533";"18";"11";"7"
"Angra dos Reis (RJ)";"12 anos";"2278";"1190";"1088";"1003";"526";"477";"180";"93";"87";"5";"2";"3";"1076";"561";"515";"14";"8";"6"
"Angra dos Reis (RJ)";"13 anos";"2226";"1109";"1117";"971";"481";"490";"189";"86";"103";"1";"-";"1";"1056";"537";"519";"8";"4";"4"
"Angra dos Reis (RJ)";"14 anos";"2153";"1091";"1062";"939";"466";"473";"205";"108";"97";"4";"2";"2";"995";"514";"481";"10";"1";"9"
"Angra dos Reis (RJ)";"15 a 19 anos";"11667";"5927";"5740";"5005";"2523";"2482";"1300";"695";"605";"16";"6";"10";"5289";"2670";"2619";"57";"33";"24"
"Angra dos Reis (RJ)";"15 anos";"2322";"1179";"1143";"1023";"517";"506";"239";"137";"102";"5";"2";"3";"1045";"518";"527";"10";"5";"5"
"Angra dos Reis (RJ)";"16 anos";"2284";"1132";"1152";"1005";"496";"509";"236";"123";"113";"3";"2";"1";"1024";"502";"522";"16";"9";"7"
"Angra dos Reis (RJ)";"17 anos";"2372";"1261";"1111";"983";"528";"455";"249";"131";"118";"5";"1";"4";"1125";"594";"531";"10";"7";"3"
"Angra dos Reis (RJ)";"18 anos";"2356";"1175";"1181";"1020";"497";"523";"289";"151";"138";"1";"1";"-";"1034";"519";"515";"12";"7";"5"
"Angra dos Reis (RJ)";"19 anos";"2333";"1180";"1153";"974";"485";"489";"287";"153";"134";"2";"-";"2";"1061";"537";"524";"9";"5";"4"
"Angra dos Reis (RJ)";"20 a 24 anos";"12282";"6056";"6226";"5203";"2472";"2731";"1538";"783";"755";"20";"12";"8";"5482";"2765";"2717";"39";"24";"15"
"Angra dos Reis (RJ)";"20 anos";"2244";"1111";"1133";"935";"442";"493";"277";"152";"125";"3";"2";"1";"1020";"508";"512";"9";"7";"2"
"Angra dos Reis (RJ)";"21 anos";"2409";"1186";"1223";"1016";"479";"537";"316";"168";"148";"3";"2";"1";"1067";"534";"533";"7";"3";"4"
"Angra dos Reis (RJ)";"22 anos";"2648";"1305";"1343";"1149";"563";"586";"303";"141";"162";"6";"4";"2";"1186";"596";"590";"4";"1";"3"
"Angra dos Reis (RJ)";"23 anos";"2467";"1241";"1226";"1040";"485";"555";"317";"168";"149";"5";"3";"2";"1092";"577";"515";"13";"8";"5"
"Angra dos Reis (RJ)";"24 anos";"2514";"1213";"1301";"1063";"503";"560";"325";"154";"171";"3";"1";"2";"1117";"550";"567";"6";"5";"1"
"Angra dos Reis (RJ)";"25 a 29 anos";"12377";"5913";"6464";"5245";"2444";"2801";"1599";"797";"802";"23";"7";"16";"5479";"2650";"2829";"31";"15";"16"
"Angra dos Reis (RJ)";"25 anos";"2568";"1264";"1304";"1076";"507";"569";"339";"177";"162";"1";"-";"1";"1142";"574";"568";"10";"6";"4"
"Angra dos Reis (RJ)";"26 anos";"2544";"1185";"1359";"1052";"482";"570";"331";"146";"185";"7";"1";"6";"1148";"553";"595";"6";"3";"3"
"Angra dos Reis (RJ)";"27 anos";"2413";"1175";"1238";"1012";"491";"521";"287";"147";"140";"5";"2";"3";"1104";"532";"572";"5";"3";"2"
"Angra dos Reis (RJ)";"28 anos";"2482";"1196";"1286";"1079";"500";"579";"338";"179";"159";"4";"2";"2";"1056";"514";"542";"5";"1";"4"
"Angra dos Reis (RJ)";"29 anos";"2370";"1093";"1277";"1026";"464";"562";"304";"148";"156";"6";"2";"4";"1029";"477";"552";"5";"2";"3"
"Angra dos Reis (RJ)";"30 a 34 anos";"12219";"5820";"6399";"5155";"2295";"2860";"1578";"810";"768";"23";"14";"9";"5429";"2685";"2744";"34";"16";"18"
"Angra dos Reis (RJ)";"30 anos";"2690";"1291";"1399";"1163";"512";"651";"336";"167";"169";"5";"1";"4";"1180";"609";"571";"6";"2";"4"
"Angra dos Reis (RJ)";"31 anos";"2149";"1007";"1142";"874";"411";"463";"281";"141";"140";"4";"3";"1";"982";"449";"533";"8";"3";"5"
"Angra dos Reis (RJ)";"32 anos";"2613";"1252";"1361";"1135";"513";"622";"328";"173";"155";"4";"3";"1";"1141";"561";"580";"5";"2";"3"
"Angra dos Reis (RJ)";"33 anos";"2335";"1133";"1202";"955";"436";"519";"299";"153";"146";"7";"4";"3";"1066";"535";"531";"8";"5";"3"
"Angra dos Reis (RJ)";"34 anos";"2432";"1137";"1295";"1028";"423";"605";"334";"176";"158";"3";"3";"-";"1060";"531";"529";"7";"4";"3"
"Angra dos Reis (RJ)";"35 a 39 anos";"13409";"6462";"6947";"5823";"2678";"3145";"1691";"826";"865";"45";"24";"21";"5812";"2916";"2896";"38";"18";"20"
"Angra dos Reis (RJ)";"35 anos";"2916";"1369";"1547";"1296";"584";"712";"349";"168";"181";"6";"1";"5";"1258";"612";"646";"7";"4";"3"
"Angra dos Reis (RJ)";"36 anos";"2640";"1297";"1343";"1120";"513";"607";"330";"164";"166";"10";"5";"5";"1170";"610";"560";"10";"5";"5"
"Angra dos Reis (RJ)";"37 anos";"2577";"1252";"1325";"1077";"509";"568";"350";"174";"176";"6";"4";"2";"1135";"561";"574";"9";"4";"5"
"Angra dos Reis (RJ)";"38 anos";"2606";"1272";"1334";"1138";"520";"618";"327";"153";"174";"10";"6";"4";"1127";"591";"536";"4";"2";"2"
"Angra dos Reis (RJ)";"39 anos";"2670";"1272";"1398";"1192";"552";"640";"335";"167";"168";"13";"8";"5";"1122";"542";"580";"8";"3";"5"
"Angra dos Reis (RJ)";"40 a 44 anos";"14190";"6820";"7370";"6181";"2837";"3344";"1813";"930";"883";"20";"5";"15";"6130";"3026";"3104";"46";"22";"24"
"Angra dos Reis (RJ)";"40 anos";"3415";"1601";"1814";"1515";"667";"848";"400";"196";"204";"6";"2";"4";"1486";"733";"753";"8";"3";"5"
"Angra dos Reis (RJ)";"41 anos";"2727";"1275";"1452";"1184";"551";"633";"349";"176";"173";"2";"1";"1";"1187";"543";"644";"5";"4";"1"
"Angra dos Reis (RJ)";"42 anos";"3054";"1510";"1544";"1354";"609";"745";"385";"206";"179";"4";"1";"3";"1296";"687";"609";"15";"7";"8"
"Angra dos Reis (RJ)";"43 anos";"2634";"1253";"1381";"1109";"525";"584";"362";"172";"190";"2";"-";"2";"1152";"552";"600";"9";"4";"5"
"Angra dos Reis (RJ)";"44 anos";"2360";"1181";"1179";"1019";"485";"534";"317";"180";"137";"6";"1";"5";"1009";"511";"498";"9";"4";"5"
"Angra dos Reis (RJ)";"45 a 49 anos";"11556";"5690";"5866";"4994";"2342";"2652";"1524";"785";"739";"29";"16";"13";"4981";"2528";"2453";"28";"19";"9"
"Angra dos Reis (RJ)";"45 anos";"2601";"1326";"1275";"1191";"575";"616";"327";"190";"137";"7";"3";"4";"1069";"552";"517";"7";"6";"1"
"Angra dos Reis (RJ)";"46 anos";"2347";"1117";"1230";"1003";"449";"554";"309";"152";"157";"8";"6";"2";"1023";"507";"516";"4";"3";"1"
"Angra dos Reis (RJ)";"47 anos";"2251";"1080";"1171";"974";"452";"522";"296";"148";"148";"2";"1";"1";"973";"473";"500";"6";"6";"-"
"Angra dos Reis (RJ)";"48 anos";"2255";"1116";"1139";"959";"452";"507";"301";"154";"147";"6";"2";"4";"982";"505";"477";"7";"3";"4"
"Angra dos Reis (RJ)";"49 anos";"2102";"1051";"1051";"867";"414";"453";"291";"141";"150";"6";"4";"2";"934";"491";"443";"4";"1";"3"
"Angra dos Reis (RJ)";"50 a 54 anos";"10482";"5001";"5481";"4595";"2017";"2578";"1256";"650";"606";"25";"13";"12";"4590";"2314";"2276";"15";"7";"8"
"Angra dos Reis (RJ)";"50 anos";"2496";"1209";"1287";"1088";"504";"584";"305";"155";"150";"8";"5";"3";"1091";"544";"547";"4";"1";"3"
"Angra dos Reis (RJ)";"51 anos";"2008";"987";"1021";"894";"419";"475";"245";"120";"125";"4";"2";"2";"861";"444";"417";"4";"2";"2"
"Angra dos Reis (RJ)";"52 anos";"2062";"952";"1110";"886";"367";"519";"254";"133";"121";"3";"2";"1";"916";"450";"466";"3";"-";"3"
"Angra dos Reis (RJ)";"53 anos";"1961";"929";"1032";"861";"365";"496";"230";"122";"108";"6";"2";"4";"863";"440";"423";"-";"-";"-"
"Angra dos Reis (RJ)";"54 anos";"1955";"924";"1031";"866";"362";"504";"222";"120";"102";"4";"2";"2";"859";"436";"423";"4";"4";"-"
"Angra dos Reis (RJ)";"55 a 59 anos";"9951";"4763";"5188";"4442";"1975";"2467";"1164";"614";"550";"19";"12";"7";"4308";"2158";"2150";"18";"4";"14"
"Angra dos Reis (RJ)";"55 anos";"2002";"978";"1024";"883";"389";"494";"248";"141";"107";"5";"3";"2";"864";"445";"419";"2";"-";"2"
"Angra dos Reis (RJ)";"56 anos";"2021";"995";"1026";"894";"419";"475";"234";"129";"105";"3";"1";"2";"886";"446";"440";"4";"-";"4"
"Angra dos Reis (RJ)";"57 anos";"2022";"930";"1092";"918";"388";"530";"251";"124";"127";"4";"3";"1";"842";"413";"429";"7";"2";"5"
"Angra dos Reis (RJ)";"58 anos";"2010";"964";"1046";"899";"424";"475";"210";"107";"103";"3";"2";"1";"895";"430";"465";"3";"1";"2"
"Angra dos Reis (RJ)";"59 anos";"1896";"896";"1000";"848";"355";"493";"221";"113";"108";"4";"3";"1";"821";"424";"397";"2";"1";"1"
"Angra dos Reis (RJ)";"60 a 64 anos";"8835";"4212";"4623";"4135";"1910";"2225";"982";"488";"494";"14";"7";"7";"3692";"1804";"1888";"12";"3";"9"
"Angra dos Reis (RJ)";"60 anos";"2073";"994";"1079";"1012";"479";"533";"231";"113";"118";"6";"5";"1";"821";"396";"425";"3";"1";"2"
"Angra dos Reis (RJ)";"61 anos";"1662";"783";"879";"778";"340";"438";"176";"93";"83";"3";"-";"3";"701";"349";"352";"4";"1";"3"
"Angra dos Reis (RJ)";"62 anos";"1811";"860";"951";"813";"388";"425";"204";"103";"101";"-";"-";"-";"792";"369";"423";"2";"-";"2"
"Angra dos Reis (RJ)";"63 anos";"1687";"801";"886";"776";"349";"427";"200";"95";"105";"4";"1";"3";"704";"355";"349";"3";"1";"2"
"Angra dos Reis (RJ)";"64 anos";"1602";"774";"828";"756";"354";"402";"171";"84";"87";"1";"1";"-";"674";"335";"339";"-";"-";"-"
"Angra dos Reis (RJ)";"65 a 69 anos";"6855";"3374";"3481";"3289";"1554";"1735";"753";"379";"374";"18";"8";"10";"2779";"1428";"1351";"16";"5";"11"
"Angra dos Reis (RJ)";"65 anos";"1730";"887";"843";"803";"407";"396";"210";"106";"104";"4";"2";"2";"706";"369";"337";"7";"3";"4"
"Angra dos Reis (RJ)";"66 anos";"1360";"619";"741";"674";"282";"392";"137";"75";"62";"4";"2";"2";"545";"260";"285";"-";"-";"-"
"Angra dos Reis (RJ)";"67 anos";"1358";"661";"697";"624";"282";"342";"151";"72";"79";"8";"3";"5";"571";"303";"268";"4";"1";"3"
"Angra dos Reis (RJ)";"68 anos";"1245";"630";"615";"593";"300";"293";"153";"80";"73";"-";"-";"-";"496";"249";"247";"3";"1";"2"
"Angra dos Reis (RJ)";"69 anos";"1162";"577";"585";"595";"283";"312";"102";"46";"56";"2";"1";"1";"461";"247";"214";"2";"-";"2"
"Angra dos Reis (RJ)";"70 a 74 anos";"4589";"2169";"2420";"2350";"1082";"1268";"456";"225";"231";"16";"6";"10";"1760";"850";"910";"7";"6";"1"
"Angra dos Reis (RJ)";"70 anos";"1259";"605";"654";"671";"308";"363";"133";"67";"66";"4";"2";"2";"448";"225";"223";"3";"3";"-"
"Angra dos Reis (RJ)";"71 anos";"908";"424";"484";"428";"190";"238";"95";"56";"39";"3";"2";"1";"381";"175";"206";"1";"1";"-"
"Angra dos Reis (RJ)";"72 anos";"925";"443";"482";"468";"228";"240";"77";"40";"37";"-";"-";"-";"378";"174";"204";"2";"1";"1"
"Angra dos Reis (RJ)";"73 anos";"786";"355";"431";"405";"174";"231";"80";"36";"44";"6";"1";"5";"294";"143";"151";"1";"1";"-"
"Angra dos Reis (RJ)";"74 anos";"711";"342";"369";"378";"182";"196";"71";"26";"45";"3";"1";"2";"259";"133";"126";"-";"-";"-"
"Angra dos Reis (RJ)";"75 a 79 anos";"2613";"1197";"1416";"1386";"623";"763";"252";"113";"139";"7";"6";"1";"958";"452";"506";"10";"3";"7"
"Angra dos Reis (RJ)";"75 anos";"666";"303";"363";"337";"147";"190";"71";"36";"35";"2";"2";"-";"252";"117";"135";"4";"1";"3"
"Angra dos Reis (RJ)";"76 anos";"571";"270";"301";"307";"145";"162";"51";"23";"28";"1";"1";"-";"211";"100";"111";"1";"1";"-"
"Angra dos Reis (RJ)";"77 anos";"519";"235";"284";"261";"117";"144";"56";"20";"36";"2";"1";"1";"200";"97";"103";"-";"-";"-"
"Angra dos Reis (RJ)";"78 anos";"483";"232";"251";"270";"129";"141";"44";"20";"24";"2";"2";"-";"166";"81";"85";"1";"-";"1"
"Angra dos Reis (RJ)";"79 anos";"374";"157";"217";"211";"85";"126";"30";"14";"16";"-";"-";"-";"129";"57";"72";"4";"1";"3"
"Angra dos Reis (RJ)";"80 a 84 anos";"1484";"699";"785";"786";"356";"430";"131";"60";"71";"5";"1";"4";"556";"281";"275";"6";"1";"5"
"Angra dos Reis (RJ)";"80 anos";"405";"204";"201";"211";"104";"107";"41";"20";"21";"1";"-";"1";"151";"80";"71";"1";"-";"1"
"Angra dos Reis (RJ)";"81 anos";"314";"152";"162";"175";"76";"99";"25";"13";"12";"-";"-";"-";"111";"62";"49";"3";"1";"2"
"Angra dos Reis (RJ)";"82 anos";"303";"140";"163";"162";"73";"89";"22";"10";"12";"2";"-";"2";"115";"57";"58";"2";"-";"2"
"Angra dos Reis (RJ)";"83 anos";"240";"110";"130";"128";"61";"67";"17";"5";"12";"-";"-";"-";"95";"44";"51";"-";"-";"-"
"Angra dos Reis (RJ)";"84 anos";"222";"93";"129";"110";"42";"68";"26";"12";"14";"2";"1";"1";"84";"38";"46";"-";"-";"-"
"Angra dos Reis (RJ)";"85 a 89 anos";"724";"265";"459";"415";"136";"279";"79";"35";"44";"3";"2";"1";"224";"90";"134";"3";"2";"1"
"Angra dos Reis (RJ)";"85 anos";"203";"79";"124";"112";"38";"74";"27";"15";"12";"2";"1";"1";"61";"24";"37";"1";"1";"-"
"Angra dos Reis (RJ)";"86 anos";"193";"77";"116";"117";"41";"76";"23";"9";"14";"-";"-";"-";"53";"27";"26";"-";"-";"-"
"Angra dos Reis (RJ)";"87 anos";"125";"45";"80";"68";"24";"44";"12";"4";"8";"-";"-";"-";"44";"16";"28";"1";"1";"-"
"Angra dos Reis (RJ)";"88 anos";"99";"36";"63";"59";"21";"38";"4";"3";"1";"1";"1";"-";"35";"11";"24";"-";"-";"-"
"Angra dos Reis (RJ)";"89 anos";"104";"28";"76";"59";"12";"47";"13";"4";"9";"-";"-";"-";"31";"12";"19";"1";"-";"1"
"Angra dos Reis (RJ)";"90 a 94 anos";"257";"78";"179";"143";"42";"101";"29";"11";"18";"2";"-";"2";"81";"24";"57";"2";"1";"1"
"Angra dos Reis (RJ)";"90 anos";"74";"17";"57";"42";"10";"32";"10";"4";"6";"1";"-";"1";"21";"3";"18";"-";"-";"-"
"Angra dos Reis (RJ)";"91 anos";"50";"19";"31";"31";"11";"20";"3";"1";"2";"-";"-";"-";"15";"6";"9";"1";"1";"-"
"Angra dos Reis (RJ)";"92 anos";"68";"23";"45";"37";"12";"25";"8";"4";"4";"-";"-";"-";"22";"7";"15";"1";"-";"1"
"Angra dos Reis (RJ)";"93 anos";"44";"11";"33";"20";"3";"17";"6";"1";"5";"1";"-";"1";"17";"7";"10";"-";"-";"-"
"Angra dos Reis (RJ)";"94 anos";"21";"8";"13";"13";"6";"7";"2";"1";"1";"-";"-";"-";"6";"1";"5";"-";"-";"-"
"Angra dos Reis (RJ)";"95 a 99 anos";"71";"17";"54";"37";"6";"31";"9";"5";"4";"-";"-";"-";"21";"5";"16";"4";"1";"3"
"Angra dos Reis (RJ)";"95 anos";"23";"6";"17";"11";"2";"9";"5";"4";"1";"-";"-";"-";"6";"-";"6";"1";"-";"1"
"Angra dos Reis (RJ)";"96 anos";"14";"2";"12";"9";"1";"8";"-";"-";"-";"-";"-";"-";"3";"1";"2";"2";"-";"2"
"Angra dos Reis (RJ)";"97 anos";"22";"6";"16";"12";"3";"9";"-";"-";"-";"-";"-";"-";"9";"2";"7";"1";"1";"-"
"Angra dos Reis (RJ)";"98 anos";"8";"3";"5";"3";"-";"3";"2";"1";"1";"-";"-";"-";"3";"2";"1";"-";"-";"-"
"Angra dos Reis (RJ)";"99 anos";"4";"-";"4";"2";"-";"2";"2";"-";"2";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Angra dos Reis (RJ)";"100 anos ou mais";"13";"3";"10";"5";"2";"3";"4";"1";"3";"-";"-";"-";"3";"-";"3";"1";"-";"1"
"Aperibé (RJ)";"Total";"11034";"5348";"5686";"6518";"3090";"3428";"869";"428";"441";"3";"1";"2";"3636";"1825";"1811";"8";"4";"4"
"Aperibé (RJ)";"0 a 4 anos";"613";"302";"311";"404";"205";"199";"28";"9";"19";"-";"-";"-";"181";"88";"93";"-";"-";"-"
"Aperibé (RJ)";"Menos de 1 ano";"125";"68";"57";"87";"47";"40";"3";"1";"2";"-";"-";"-";"35";"20";"15";"-";"-";"-"
"Aperibé (RJ)";"Menos de 1 mês";"9";"6";"3";"7";"4";"3";"-";"-";"-";"-";"-";"-";"2";"2";"-";"-";"-";"-"
"Aperibé (RJ)";"1 mês";"14";"7";"7";"9";"4";"5";"1";"-";"1";"-";"-";"-";"4";"3";"1";"-";"-";"-"
"Aperibé (RJ)";"2 meses";"16";"9";"7";"13";"7";"6";"-";"-";"-";"-";"-";"-";"3";"2";"1";"-";"-";"-"
"Aperibé (RJ)";"3 meses";"6";"2";"4";"4";"1";"3";"2";"1";"1";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Aperibé (RJ)";"4 meses";"9";"6";"3";"5";"3";"2";"-";"-";"-";"-";"-";"-";"4";"3";"1";"-";"-";"-"
"Aperibé (RJ)";"5 meses";"14";"6";"8";"12";"4";"8";"-";"-";"-";"-";"-";"-";"2";"2";"-";"-";"-";"-"
"Aperibé (RJ)";"6 meses";"14";"8";"6";"11";"7";"4";"-";"-";"-";"-";"-";"-";"3";"1";"2";"-";"-";"-"
"Aperibé (RJ)";"7 meses";"4";"1";"3";"1";"1";"-";"-";"-";"-";"-";"-";"-";"3";"-";"3";"-";"-";"-"
"Aperibé (RJ)";"8 meses";"9";"6";"3";"7";"4";"3";"-";"-";"-";"-";"-";"-";"2";"2";"-";"-";"-";"-"
"Aperibé (RJ)";"9 meses";"12";"6";"6";"4";"1";"3";"-";"-";"-";"-";"-";"-";"8";"5";"3";"-";"-";"-"
"Aperibé (RJ)";"10 meses";"8";"4";"4";"6";"4";"2";"-";"-";"-";"-";"-";"-";"2";"-";"2";"-";"-";"-"
"Aperibé (RJ)";"11 meses";"10";"7";"3";"8";"7";"1";"-";"-";"-";"-";"-";"-";"2";"-";"2";"-";"-";"-"
"Aperibé (RJ)";"1 ano";"119";"54";"65";"82";"41";"41";"6";"1";"5";"-";"-";"-";"31";"12";"19";"-";"-";"-"
"Aperibé (RJ)";"2 anos";"121";"57";"64";"75";"33";"42";"7";"4";"3";"-";"-";"-";"39";"20";"19";"-";"-";"-"
"Aperibé (RJ)";"3 anos";"136";"72";"64";"86";"49";"37";"9";"2";"7";"-";"-";"-";"41";"21";"20";"-";"-";"-"
"Aperibé (RJ)";"4 anos";"112";"51";"61";"74";"35";"39";"3";"1";"2";"-";"-";"-";"35";"15";"20";"-";"-";"-"
"Aperibé (RJ)";"5 a 9 anos";"672";"336";"336";"416";"196";"220";"33";"17";"16";"-";"-";"-";"222";"122";"100";"1";"1";"-"
"Aperibé (RJ)";"5 anos";"130";"58";"72";"83";"34";"49";"4";"1";"3";"-";"-";"-";"43";"23";"20";"-";"-";"-"
"Aperibé (RJ)";"6 anos";"138";"81";"57";"96";"55";"41";"5";"4";"1";"-";"-";"-";"37";"22";"15";"-";"-";"-"
"Aperibé (RJ)";"7 anos";"149";"73";"76";"88";"42";"46";"8";"3";"5";"-";"-";"-";"52";"27";"25";"1";"1";"-"
"Aperibé (RJ)";"8 anos";"123";"61";"62";"72";"31";"41";"8";"3";"5";"-";"-";"-";"43";"27";"16";"-";"-";"-"
"Aperibé (RJ)";"9 anos";"132";"63";"69";"77";"34";"43";"8";"6";"2";"-";"-";"-";"47";"23";"24";"-";"-";"-"
"Aperibé (RJ)";"10 a 14 anos";"599";"306";"293";"344";"163";"181";"33";"13";"20";"-";"-";"-";"222";"130";"92";"-";"-";"-"
"Aperibé (RJ)";"10 anos";"126";"74";"52";"67";"39";"28";"5";"3";"2";"-";"-";"-";"54";"32";"22";"-";"-";"-"
"Aperibé (RJ)";"11 anos";"119";"58";"61";"63";"31";"32";"5";"1";"4";"-";"-";"-";"51";"26";"25";"-";"-";"-"
"Aperibé (RJ)";"12 anos";"117";"57";"60";"72";"34";"38";"12";"4";"8";"-";"-";"-";"33";"19";"14";"-";"-";"-"
